,index,rating,comment
44054,44054,1.0,Ich fühle mich in jeder Hinsicht sehr gut betreut und kann diese Praxis einschließlich kompetenten und immer freundlichen Mitarbeitern nur empfehlen.
158481,158481,1.0,"Ich war hier wegen einer Wurzelkanalbehandlung, wurde von der Ärztin darüber aufgeklärt, wie die Behandlung abläuft, welche (auch von der KK nicht übernommenen) Alternativen es gibt und mit wievielen Terminen ich zu rechnen habe.<br />
Besonders angenehm fand ich, dass die Ärztin einzelne Schritte der Behandlung kurz erläutert hat und dadurch sehr professionell rüberkam. Während der Behandlung wirkte sie konzentriert und stets freundlich, sodass ich mich gut aufgehoben gefühlt habe. Schmerzen oder Komplikationen gab es in den drei Wochen während der Termine nicht."
320826,320826,1.0,"Ich kenne Frau Schubert seit der Geburt unseres Sohnes. Ich halte sie für eine sehr kompetente Kinderärztin, bei der das Wohl ihrer Patienten an oberster Stelle steht. Sie nimmt sich immer genug Zeit für ein Gespräch und die klinische Untersuchung. Wenn weitergehende Untersuchungen notwendig waren, erschienen sie gut begründet. Letztlich waren somit Diagnosestellung und Therapieentscheidung fast immer für uns gut nachvollziehbar, was für unser Vertrauensverhältnis zu ihr wichtig ist. <br />
Da Frau Schubert ihre Entscheidungen konsequent vertritt, mag dies mitunter zu kleinen Reibereien mit den Eltern führen, aber letztlich hat sie bei jeder Konsultation mit ihrer Einschätzung Recht behalten. Gerade in einer kritischen Situation als unser Sohn eine Lungenentzündung entwickelt hat, habe ich sie als sehr souverän, sachlich und kompetent erlebt. Ich schätze diese keineswegs selbstverständliche ärztliche Haltung sehr. Ich kann Frau Dr. Schubert nur weiterempfehlen."
37098,37098,1.0,"Sehr freundlicher,kompetenter Arzt und sehr nettes Team. In allen Belangen nur zu empfehlen."
222234,222234,1.0,"Herr Dr. Singer ist ein sehr netter, freundlicher, mitfühlender und kompetenter Zahnarzt. Er hat bei mir Unmögliches vollbracht und ich bin ihm sehr dankbar. Dank seines Fachwissens und seiner Routine bzgl. Implantate ist es mir heute wieder möglich, alles zu essen."
186665,186665,1.0,"Herr Niehues ist sehr gründlich bei den Untersuchungen, beantwortet kompetent und verständlich alle Fragen. Ich fühle mich immer wieder (seit vielen Jahren) sehr gut von ihm behandelt."
411768,411768,1.0,"Herr Eberle ist sehr kompetent, er hat sich Zeit genommen und alles gut erklärt. Die OP ist super verlaufen und ebenso die Nachbehandlung. Ich würde jederzeit wieder hingehen."
83519,83519,1.0,"sehr kompetent, gute Aufklärung,nimmt sich viel Zeit"
172224,172224,1.0,"Ich bin seit 10 Jahren als Patient in der Praxis und bin absolut gerne dort, das ganze Team ist immer sehr freundlich"
145277,145277,1.0,"Kurzfristiger Termin mit sehr lieber und freundlicher Assistentin. Die Wartezeit in der Praxis war angemessen. Meine Informationen zu meinem ""Problemen"" könnte ich ohne Unterbrrchung äußern. Ich fühlte mich zu jeder Zeit als ernstgenommener Patient. Ein Lösungsvorschlag wurde schnell gefunden. Während der Behandlung unterstützte die Assistentin. Es wurden Medikamente verschrieben, die perfekt geholfen haben. Bei der Kontrolle nach einer Woche war der Ablauf wie bei dem ersten Besuch perfekt."
365011,365011,1.0,"Ich bin sehr zufrieden, kann leider noch nichts zum Ergebnis sagen das kommt gleich. Behandlung lief problemlos. Wartezeit ok, Termin Wartezeit im rahmen. Team sehr nett. Arzt sehr freundlich. Kaffee nach dem aufwachen super ;-) würde für eine Behandlung wieder hier herkommen."
367529,367529,1.0,"Nach langer Suche wurde uns das Kinderwunschzentrum in der Rankestrasse empfohlen. <br />
Frau Dr. Marr ist eine tolle Ärztin, die kompetent, empathisch und sehr helfend auf meine Themen eingegangen ist. Auch hat Sie uns dabei geholfen, drei Behandlungen von der Krankenkasse erstattet zu bekommen, ein finanzieller Umstand der uns einen sehr großen Druck genommen hat und wofür wir Ihr sehr dankbar sind. <br />
Wir fühlen uns rundum gut aufgehoben. Das gesamte Team arbeitet höchst professionell und behandelt die Patienten trotzdem stets freundlich. Alle Mitarbeiterinnen sind sehr nett, hilfsbereit und einfühlsam. Ich habe mich bei jedem Besuch wohlgefühlt. Rückfragen wurden immer schnell bearbeitet.<br />
Ich kann Frau Dr. Marr und Ihr komplettes Team uneingeschränkt empfehlen."
381188,381188,1.0,"Ich bin nun seit 1,5 Jahren bei Dr. Rosenfeld und fühlte mich seit der ersten Minute super bei Ihm aufgehoben. Dr. Rosenfeld nimmt sich immer Zeit für mich und hat mir immer weitergeholfen.<br />
Für mich gibt es keinen besseren Hausarzt. <br />
Vieln Dank für alles."
197052,197052,1.0,"Sehr sympatische Erscheinung, verbunden mit großer Kompetenz und sehr guter Operateur."
84846,84846,1.0,"Sehr zu empfehlen, angenehmer, humorvoller Arzt, der einem das Krankheitsbild genau erklärt und bis jetzt bei mir hervorragende Arbeit geleistet hat."
396963,396963,1.0,"Unser Sohn musste leider wegen einem Hodenhochstand operiert werden. Schon beim ersten Anruf ist die freundlichkeit aufgefallen.<br />
Wir haben 1 Woche später einen Termin gehabt und auch dort bestätigte sich die freundlichkeit beim gesamten Team. Wir kamen nach ca. 5 min Wartezeit dran und unser Sohn wurde liebevoll und mit viel spass untersucht. Wir wurden super aufgeklärt. Während der ganzen OP Zeit wurden wir super betreut. Auch bei der Kontrolle waren wir sehr zufrieden. Hygiene hervorragend."
1822,1822,1.0,"sehr nette Mitarbeiter und eine engagierte, kompetente Augenaerztin die mir meine Sehfaehigkeit erhalten hat - uneingeschraenkt empfehlenswert"
264309,264309,1.0,"Die Ärztin hat mich ganz wunderbar durch 2 Schwangerschaften begleitet. Sie hat ihre Sicht der Dinge erklärt, aber auch respektiert, dass wir bezüglich Pränataldiagnostik anderer Meinung waren. Sie nimmt sich immer ausreichend Zeit um alles gut zu erläutern. Sie arbeitet meiner Meinung nach sehr schnell und effizient, nimmt sich aber auch recht viel Zeit, wenn es nötig ist. <br />
Am Anfang war ich privat versichert. Als ich zur gesetzliches KK gewechselt bin, hat sich weder im Kontakt zur Ärztin, noch in der Terminvergabe etwas geändert, sehr lobenswert.<br />
Zwei mal hatte ich Angst Brustkrebs zu haben. Ich hatte dann umgehend einen Termin bekommen, wobei Frau Böning mich schnell und freundlich untersucht und fachlich versiert mit nachvollziehbaren Fakten beruhigt hat.<br />
Ich empfinde sie wie sehr einfühlsam."
139036,139036,1.0,"Ich kam auf Empfehlung von meiner Schwiegertochter zur Frau Schmitt und wurde ausführlich und professionell beraten. Über sämtliche Kosten und Behandlungsabläufe wurde ich überragend aufgeklärt. Ich hab mich sehr wohl gefühlt, obwohl ich eine sehr große Angstpatientin bin. Ich werde Sie auf jedenfall weiterempfehlen."
47678,47678,1.0,"Mit einem guten Hausarzt ist es wie mit der Autowerkstatt, wenn man einen richtig guten gefunden hat, mag man nie wieder weg....<br />
Dann..Umzug > jetzt leider krank > glücklicherweise direkt in der richten Praxis gelandet.<br />
<br />
Meine erste Erfahrung war durchweg positiv: Nette Helferinnen am Empfang, angenehme Praxis (nicht zu groß, nicht zu klein) und eine Ärztin, die nicht nur zuhört und sich die Zeit nimmt ihr Fachwissen mit den Patienten zu teilen, sondern oben drauf eine angenehme Vertrauensperson ist.<br />
<br />
Nicht, dass ich mich nun freue, hier öfters krank zu werden. Aber großes Lob an dieser Stelle an die Praxis, bitte genau weiter so."
297637,297637,1.0,"Ich bin absolut überzeugt von Frau Doktor Strobls Arbeit und habe beste Erfahrung mit der Botullinuminjektion gemacht. Als Migräne Patient empfahl sie mir eine Unterspritzung mit Botullinumtoxin und meine Migräneanfälle sind signifikant weniger geworden. Ich hätte es nicht für möglich gehalten! Ausgezeichnete Arbeit, ich komme nun regelmäßig zu Frau Doktor Strobl."
15081,15081,1.0,"Ich bin jetzt 75 Jahre alt. Seit 1990 bin ich in Behandlung bei Herrn Dr. Bolz.<br />
Obwohl ich außerhalb Deutschlands lebe fahre ich für jede Mundpflege und Zahnkontroll stets zu Herrn Dr. Bolz. <br />
Meine Frau ist seit 15 Jahren bei Herrn Dr. Bolz. Sie schließt sich meinen Aussagen an.<br />
Dieser Arzt ist ein Wohlfühlarzt; - ""obwohl ich stets Angst hatte zum Zahnarzt zu gehen"". Herr Dr. Bolz und sein Team sind ohne jeden Abstrich sehr empfehlenswert. "
277151,277151,1.0,WErde ich auf jeden Fall weiter empfehlen  wenn mich jemand fragt ich werde auf jeden Fall wenn was ist mit Knie oder Hüfte
171755,171755,1.0,"Frau Donner ist eine echte ""Handwerkerin"" im besten Wortsinne. Meine vormalige Zahnärztin hat sich ständig mit sinnloser Kosmetik aufgehalten. Zur Reparatur von tatsächlichen Schäden kam es nur gelegentlich. Und jede angebliche Schönheitskorrektur kostet ..."
204345,204345,1.0,Sehr freundlich und Professionell. Dr. Härtel ist ein sehr talentierter Arzt und ich würde Ihn jedem weiterempfehlen.
241745,241745,1.0,"Ein Arzt, der sich wirklich viel Zeit nimmt und umfangreich berät. Man fühlt sich sehr wohl in der Praxis"
16521,16521,1.0,"Es geht auch anders. Ich stand vor der Entscheidung mich ein zweites Mal mit einer Prostatabiobsie untersuchen zu lassen. Im Krankenhaus war es extrem schmerzhaft, daher hatte ich eine Alternative gesucht. Zum Glück habe ich mich bei Dr. Hercher darauf eingelassen. Hier hatte ich so gut wie nichts gespürt. Er benutzt ein hochmodernes Ultraschallgerät mit Farbbildern und hat eine spezielle Betäubungstechnik, so hat er es mir erklärt. Wie auch immer, hauptsache es schmerzt nicht. Und am Schluss war auch noch das Ergebnis gut. Was will man mehr. :-)"
232661,232661,1.0,"Bin Heute zum Notdienst da gewesen habe um 10:00 Angerufen und wurde gefragt wie lange ich brauch hin zu fahren und ein Termin  um 11:30 gegeben. Habe nicht einmal 10 Minuten gewartet, wurde von beide Schwestern bzw. Ärzte Helferin sehr höflich und freundlich behandelt und alle frage gut beantwortet. Danke    Dr. Hans-Peter Kruse Ist sehr freundlich, sich Zeit genommen mir alles zu erklären sonst flott gearbeitet bin sehr zufrieden gewesen. Werde auf jedenfalls wieder die Praxis besuchen. Kann ich nur empfehlen."
338537,338537,1.0,"Meine Frau und ich sind seit Jahren bei Herrn Dr. Kote und äußerst zufrieden. Sehr genau, vorsichtig, hinterfragt sich gewissenhaft, kam des öfteren bei großen Schmerzen am Feiertag rein und hat uns behandelt …seine Mitarbeiter sind zuvorkommend, kompetent und humorvoll! Weiter so, absolute Note 1."
224800,224800,1.0,"Frau Dr. Seddhighi ist eine kompetente und einfühlsame Ärztin und zudem eine treffsichere Homöopathin. Man wird schon halb gesund, wenn man nur ein paar Minuten mit ihr redet. Das Praxisteam ist sehr freundlich und kennt seine Patienten und Patientinnen. Die gesamte Atmosphäre ist genauso, wie ich sie mir bei einer Hausärztin wünsche."
374560,374560,1.0,"Sehr umfangreiche Untersuchung, klare Erklärung der Ergebnisse, schnelle Terminvergabe, freundliche Empfangsdamen - rundum habe ich mir sehr gut aufgehoben gefühlt und empfehle Herrn Dr. Rohmann gerne weiter."
114871,114871,1.0,"in der Ästhetischen- Medizin, ist sie eine Künstlerin, durch sehr gute Fachkompetens, den richtigen Blick für Feinheiten und natürlich die Kombination aus Allem,macht sie zu einer sehr empfehlenswerten Ärztin."
75594,75594,1.0,"Ich habe diese Praxis auf Empfehlung einer Freundin aufgesucht und muss sagen, alles, was mir vorgeschwärmt wurde, traf zu. Ich würde äußerst liebenswürdig empfangen, es gab Getränke, selbst Kaffee wurde mir angeboten, brauchte ich aber nicht, denn schon nach kurzer Wartezeit wurde ich aufgerufen. Die Ärtin, der ich mein Problem schilderte, verstand mich offenbar sofort, ich fühlte mich sehr gut aufgehoben! Die ganze Praxis wirkt auf mich sehr professionell und modern. Trotzdem fühlt man sich ""menschlich"" hier sehr wohl. Das hat mich sehr beeindruckt."
396264,396264,1.0,"Mit den Ärzten sowie den Mitarbeiterinnen sehr zufrieden. Es wird mit dem Patienten gesprochen, nicht über ihn. Alles in allem sehr kompetent."
153664,153664,1.0,Durch seine ruhige Art hat mir Dr. Block die Angst genommen. Die Behandlung war erfolgreich ohne große Schmerzen und Nachblutungen. Ich war sehr zufrieden und würde Herrn Dr. Block immer weiter empfehlen.
406373,406373,1.0,Beratung und Betreuung durch Herr Dr. Frohnmüller hervorragend. Diese Operationsmethode kann ich nur Empfehlen
228893,228893,1.0,Dr. Kassner ist als Allgemeinmediziner jedem nur wärmstens zu empfehlen! Ich fühle mich stets gut aufgehoben und sehr  gut behandelt. Dr. Kassner ist sehr gründlich in seinen Diagnosen und hinterfragt viele Kleinigkeiten auf die andere Ärzte i.d.R. gar nicht schauen.
405602,405602,1.0,"Ich bin sehr zufrieden mit ihm weil er alles intensiv erklärt und sich für seine partienten zeit nimmt. <br />
Ich empfehle ihn gerne weiter."
305936,305936,1.0,"kompetenter Arzt mit besten handwerklichen Fähigkeiten, versucht zahnerhaltende Maßnahmen vor Zahn ersatz."
19233,19233,1.0,"Fühlte mich sehr gut aufgehoben, bekam sehr schnell einen Termin und wurde auch gleich freundlich von den Sprechstundenhilfen betreut. Die Ausstattung der medizinischen Geräte ist sehr modern. Sehr zu empfehlen!"
279523,279523,1.0,"Findet man heute ja nur noch selten, ein Arzt der sich viel Zeit nimmt. Ein Arzt, der einem genau erklärt was man hat, was man tun kann und immer um eine Lösung und Alternativen bemüht um die Beschwerden zu beheben. Sehr nett, sehr kompetent. Kurze Wartezeit, tolles Team. Ich kann die Praxis und den Arzt wärmstens empfehlen."
251610,251610,1.0,"Sowohl vor der OP zur Vorbereitung, als auch bei der OP, sowie bei der Nachsorge fühlt man sich durch Herrn Dr. Schwab sehr gut betreut.<br />
Es werden nur wirklich notwendige Medikamente verordnet ( kein Antibiotikum oder dgl.).<br />
Die Belegklinik ist in Ordnung, das dortige Personal ist freundlich und kompetent.<br />
Insgesamt war die OP ein voller Erfolg (ich hätte sie schon früher machen lassen sollen) ."
363675,363675,1.0,Kurz und bündig: tolle Art mit den Patienten umzugehen und genießt als Operateurin mein vollstes Vertrauen.
342435,342435,1.0,"Aufgrund der guten Bewertungen und der online-Terminierung ausgewählt und nicht enttäuscht, keine Wartezeit, in Ruhe alles erklärt, 40 min. Beratung/ Untersuchung, mein Vertrauen ist gewonnen."
394466,394466,1.0,"Ich fühlte mich in guten Händen , vertrauen war gleich da, die Mitarbeiter und Assistentinnen scheinen sehr kompetent zu sein !"
85283,85283,1.0,"sehr zu empfehlen, angenehme Atmosphäre, bin wunschlos glücklich mit dem Behandlungsergebnis. Habe seit längerer Zeit Probleme mit meinem Zahnfleisch gehabt, jetzt blutet es nicht mehr, die Zähne sind fester geworden, ich kann wieder normal kauen!"
370411,370411,1.0,"Eine ruhige und freundliche Atmosphäre findet man im Praxisbereich von Dr. Kuner. Ich habe mich sofort gut aufgehoben und verstanden gefühlt. <br />
Die Untersuchungen, die ganze Behandlung bis hin zu meiner WunschOP verlief in sehr ruhiger und für mich absoluten Wohlfühlatosphäre. Die Beratung, Untersuchung, die OP, der Aufenthalt im JoHo und die Nachuntersuchungen waren sehr gut. Alle Fragen wurden besprochen, alles perfekt erklärt und die Betreuung vor während und nach der OP war bestens. Mit dem Ergebnis bin ich so glücklich, weil es einfach für mich perfekt ist. Vielen, vielen Dank an das gesamte Team um Dr. Kuner!!!"
96348,96348,1.0,Frau Rott ist sehr einfühlsam und nimmt sich Zeit für Ihre Patienten.
227944,227944,1.0,"Herr Dr.Plato arbeitet auch unter Zeitdruck sehr fokussiert.Seine<br />
trotzdem lockere Art fand ich sehr gut.<br />
Nach der von Ihm durchgeführten OP hatte ich keinerlei Schmerzen.<br />
Respekt !"
260876,260876,1.0,"Ich wurde gründlichst ohne Zeitdruck untersucht.<br />
Bei Unklarheiten wurde sogar telefonisch nachgehakt und sich nach dem Befinden erkundigt.<br />
Ich bin dankbar, eine solche Ärztin gefunden zu haben."
415045,415045,1.0,"Die Aufklärung im Vorfeld der OP war sehr umfangreich, gut verständlich und informativ.<br />
Es wird eine Informationsmappe mitgegeben, so dass alles nochmal in Ruhe nachgelesen werden kann."
345204,345204,1.0,"Der Arzt ist sehr kompetent. Doch trotz der Terminvergabe musste man 90 Minuten im Wartezimmer warten. Leider war die eine Arzthelferin sehr unfreundlich gegenüber meiner Person und insbesondere gegenüber unserem Kleinkind. Zumal es keine Spielzone für Kinder gab und das Kind im kleinen Wartezimmer verständlicherweise nicht 90 Minuten sitzen kann und sich im Flur aufhalten wollte, wurden wir von der o.g. Arzthelferin mehrmals unfreundlich angesprochen. Zudem hat diese Arzthelferin mich in einer ermahnenden Art und Weise behandelt."
335429,335429,1.0,"Auf den Termin nur 7 Tage gewartet, im Wartezimmer 1,5 Std. :-(  Leider ein Ticket von der Politesse kassiert.<br />
Der Arzt ist freundlich und infühlsam, kein Stress bei der umfangreichen  Untersuchung.<br />
<br />
Da er selbst nicht operiert, sondern an andere Kliniker überweist gibt es hier KEINEN Anlass für unnötige Operationen :-)<br />
Beim nächsten Termin wird die bisherige Therapie evaluiert und angepasst. <br />
<br />
Ich empfehle ihn weiter."
428459,428459,1.0,"Fr. Dr. Javid-Kistel wurde uns von guten Familienfreunden empfohlen. Sie hat unserem Sohn geholfen, eine hartnäckige Krankheit zu besiegen. Fr. Dr. Javid-Kistel ist sehr kompetent, hat viel Erfahrung und findet einfach die beste Lösung, wenn es um Heilung von Kindern geht. Wir sind sehr zufrieden und sehr dankbar, dass sie für unseren Kind da war! Da lohnt sich auch der weite Weg (2h Autofahrt).<br />
Ich empfehle Fr. Dr. Javid-Kistel uneingeschränkt weiter!"
85913,85913,1.0,"Ich bin zur Vorsorge für einen Marathonlauf zu Herrn Sommermeier gegangen.<br />
<br />
Ich fühlte mich sehr wohl und kompetent beraten, deshalb kann ich diesen Arzt nur empfehlen.<br />
Des Weiteren war Schwester Peggy sehr freundlich und hat mir koodinierte dieTermine so, dass keine Wartezeiten zustande kamen.<br />
<br />
Alles in allem: top!"
316192,316192,1.0,"Öffnungszeiten:<br />
Mo, Mi, Fr: 8:00 - 13:00<br />
Di 9:00 - 13:00 und 13:30 - 17:00<br />
Do 9:00 - 13:00 und 14:00 - 19:00<br />
<br />
allerdings telefonisch etwas schwierig zu erreichen."
434035,434035,1.0,"Ich hatte eine ausgeprägte Vorfussfehlstellung am rechten Fuß. Nach jahrelangem Warten habe ich mich zur Operation entschlossen und kann es nur jedem weiterempfehlen. Ich habe einen schnellen Termin bekommen, wurde ausführlich aufgeklärt und mir wurde ein zeitnaher OP Termin genannt. Dr Fartash ist ein sehr netter und sehr kompetenter Arzt. Er ist sehr freundlich und immer für Fragen offen, nimmt sich Zeit für die Patieten. OP wie Nachsorge verlief super! Abgesehen davon ist das ganze Team super"
110327,110327,1.0,"Ich bin seit mehreren Jahren bei Dr. Hameed und bin sehr zufrieden mit seiner Arbeit, ich bekomme immer so schnell wie möglich einen Termin und beste Behandlung."
253194,253194,1.0,"Frau Dr. Peveling ist eine kompetente, sehr freundliche und offene Ärztin. <br />
Man fühlt sich gut aufgehoben und kann alles ansprechen."
349856,349856,1.0,"Herr Dr. Fabian erschien mir sehr kompetent und seine Beratung, die vor der Behandlung zunächst einmal erfolgte, deutete für mich auf langjährige Erfahrung hin. Zudem waren er und sein Team (Assistentinnen am Stuhl und die Damen der Rezeption) sehr, sehr nett und freundlich zu mir."
421396,421396,1.0,"+ Innerhalb einer Woche einen Termin<br />
+ nach 10 Minuten Wartezeit an der Reihe <br />
+ Freundlichkeit, Geduld, professionelle Analyse und Diagnose<br />
+ anschauliche und sachliche Erklärung und Illustration seitens des Arztes <br />
-> wenn jeder Arzt so wäre wie Herr Dr. Reicke, könnte Jameda getrost dichtmachen! <br />
<br />
Große Empfehlung und Dank an Arzt und Team!"
383046,383046,1.0,"Ich hatte zum allerersten Mal eine Hyaluronunterspritzung im Gesicht bei Fr. Dr. Ledermann. Meiner ausgeprägte Nadelphobie begegnete Sie mit einer unglaublichen Professionalität. Während  der gesamten Sitzung redet Sie mit einer sehr beruhigenden, fast meditativen Stimme, sagt ganz genau was Sie als nächstes tut. Man fühlt sich durch ihre Kompetenz, ihre Freundlichkeit wunderbar aufgehoben. Ich würde mich immer nur von ihr behandeln lassen. Mit dem Ergebnis bin ich mehr als zufrieden!"
344712,344712,1.0,"Ich bin auf Empfehlung einer Plastischen Chirurgin zu Dr. Ellwanger gekommen. <br />
Das Vertrauensverhältnis war sofort gegeben und ich habe mich von Anfang an sehr gut aufgehoben gefühlt und war mit meinem Problem an der richtigen Adresse.<br />
Dr. Ellwanger ist für mich der beste Dermatologe, den ich nur weiterempfehlen kann"
344368,344368,1.0,"Herr Baumann zog mir nach dem ersten Weisheitszahn nun auch die drei verbleibenden Weisheitszähne. Zunächst wurde mir kompetent anhand eines Röntgenbildes der Grund für den Eingriff erklärt. Ca. eine Woche später wurde ich dann behandelt. Herr Baumann gab mir zu jedem Zeitpunkt ein sicheres Gefühl und erklärte während der Behandlung seine Vorgänge. Herr Baumann strahlt eine beruhigende Wirkung auf den Patienten aus und besticht durch seine fachliche Kompetenz. Nach ca. 10-15 Minuten war die Behandlung abgeschlossen. Bereits am gleichen Abend konnte ich bereits wieder essen was absolut für das ""Know-How-To-Do-It"" Herr Baumanns spricht. Ich hätte mir keinen besseren Zahnchirurg und keine schmerzfreieren Folgetage vorstellen können.<br />
Vielen Dank Herr Baumann!!!"
207143,207143,1.0,"sehr angenehme Atmosphäre, tolles Team und gute Beratung. Es werden einem nicht gleich die teuersten Varianten aufgedrängt, wenn man den Zahn auch noch günstiger retten kann.<br />
Man fühlt sich einfach gut aufgehoben!"
410927,410927,1.0,Sehr offene und nette Zahnärtin. Sie ist sehr geduldig und fachlich sehr kompetent. Sehr empfehlenswert
184449,184449,1.0,"Als Neu-Frankfurterin kam ich auf Empfehlung zu Herrn Dr. Janis. Er überzeugte durch Empathie und hervorragende Diagnostik.<br />
Mein neuer HAUSARZT.<br />
Eine hervorragende Empfehlung !"
281663,281663,1.0,Schon seit vielen Jahren mein Zahnarzt des Vertrauens.
358181,358181,1.0,"Beantwortet alle Fragen und nimmt sich viel Zeit.<br />
Weiter so"
111056,111056,1.0,Ich habe mich gut aufgehoben gefühlt.  Freundlich und gründlich.
98996,98996,1.0,"Nach einer Odyssee durch Münchens Zahnärztelandschaft bin ich erfreulicherweise auf Dr. Faradjli gestossen. Ein überdurchschnittlicher kompetenter und freundlicher Arzt, der zweifelsfrei neue Maßstäbe setzt."
424739,424739,1.0,"Kompetenter und freundlicher Arzt - es wird  alles gut erklärt.<br />
Ich war vor kurzem zu einer Magen und Darmspiegelung da , sehr freundliches und einfühlsames Personal-Schwestern.<br />
Ich habe mich dort sehr gut aufgehoben gefühlt.."
92137,92137,1.0,"Ich war lange Jahre bei Herrn Doktor Bokel in Behandlung. Er ist einfach großartig. Fachlich äußerst kompetent, spricht Empfehlungen aus und kümmert sich sehr um die Zufriedenheit der Patienten. <br />
Ich wohne jetzt in Sindelfingen und misse die Praxis doch sehr! Hier gibts auch ZA / aber das ist nicht das gleiche. Ich werde HH besuchen ""müssen"" um wieder in den Genuss einer Behandlung zu kommen! <br />
Sodele, Mit freundlichen Grüßen <br />
"
149431,149431,1.0,"Ich hatte über ein halbes Jahr Beschwerden im Harnbereich..kein Frauenarzt (der mir einen Pilzbefall diagnostizierte), kein Krankenhaus und kein Urologe konnte mir sagen was ich habe.. ganz zufällig landete ich dann bei Frau Hagner, die nach nicht einmal zwei Minuten erkannte, dass ich einen Harnwegsinfekt habe! Seit dem ist Frau Hagner meine Nr1! Beste Ärztin die es je gab! Freundlich, empathisch und hört sich jedes Wehwehchen an! Bei ihr ist man einfach in den besten Händen!"
149769,149769,1.0,Klar in der Ansage zu meinem Versagen bei falsch ausgeführter Hygiene und  angenehm bei der Behandlung dieser.
50552,50552,1.0,"Absolut zu empfehlen, er sit ausgesprochen freundlich und komepetent"
2381,2381,1.0,Ich bin seit vielen jahren Patienten und er hat mich immer gut beraten und betreut. Sowohl in schweren als auch guten Ereignissen.
420177,420177,1.0,"Das Thema IFV war für mich ein sehr emotionales und sensibles Thema.<br />
Bei meinem 2. Versuch habe ich mich für <br />
Fr. Dr. Bauer entschieden darüber war ich sehr glücklich. Sie war sehr freundlich und einfühlsam.<br />
Sie hatte ein offenes Ohr und Verständnis für all meine Fragen und Ängste.<br />
<br />
Fr. Dr. Bauer ist eine sehr kompetente Ärztin die alles sehr ausführlich erklärt. Sie bestärkte mich positiv sodass ich mich besser fühlte:-)<br />
Ich würde sie jeder Zeit wieder wählen und zu 100% weiter empfehlen."
436737,436737,1.0,"Dr. Beck ist meiner Meinung vorbehaltslos zu empfehlen, sie Hat meine Baustelle Rücken, in kurzester Zeit wieder zurück zur Funktionalität und Schmerzfreiheit hergerichtet! nochmals Danke!"
373039,373039,2.0,Ärztin ist freundlich und macht einen kompetenten Eindruck. Die telefonische Erreichbarkeit ist allerdings äußerst mangelhaft.
236639,236639,1.0,Bin schon seit Jahren beim Dr Andereya...werde immer sehr gut geholfen und er ist immer sehr nett zu mir und. Geht auch auf meine Schmerzlichen Beschwerden ein..die Akupunktur kann ich wärmsten empfehlen. Dannach hatte ich 2 Jahre keine Schmerzen mehr...für mich ist er der Beste Arzt von ganz Aachen....ich fühle mich sehr gut durt aufgehoben..
103543,103543,1.0,"Ich bin patientin seit Praxiseröffnung,,,, für mich die Fähigste Praxis weit und breit, dafür nehme ich gern 15 km Entfernung in Kauf."
298673,298673,1.0,"Gerade vor 2 Wochen war ich wieder zu meiner jährlich anstehenden Vorsorgeuntersuchung.<br />
Frau Dr. Lorch kennt mich seit fast 25 Jahren und nimmt sich immer viel Zeit für mich.Obwohl wir seit 8 Jahren nicht mehr in Walldorf wohnen, nehme ich die Anfahrt gerne auf mich denn ich mag sie als Person sehr gerne. Sie hat einen guten Humor und man kann sich gut mit ihr unterhalten. Trotz eines vollen Wartezimmers hat sie immer ein offenes Ohr. Ich kann all die schlechten Kommentare überhaupt nicht nachvollziehen."
378117,378117,1.0,Nimmt sich sehr viel Zeit und ist sehr kompetent. Auch die Sprechstundenhilfen sind super!
159315,159315,1.0,"Dr. Wilhelm hat uns während der Schwangerschaft fachlich als auch menschlich perfekt begleitet. Durch seine empathische Art und hohe Kompetenz in der Pränataldiagnostik hat er uns bei der Bewältigung, Einleitung weiterer Untersuchungen und Vorbereitung auf die Geburt unserer Tochter mit komplexen Herzfehlern unterstützt - Hierfür sind wir ihm bis heute sehr dankbar."
199497,199497,1.0,Ich könnte die gleiche Erfahrung machen wie offenkundig viele Patienten vor mir: Dr. Neubauer erweckt durch große Freundlichkeit verbunden mit  lockerem Auftreten bei ausführlicher und sehr bereitwilliger Information und Beratung großesVertrauen.Dieses wird durch eine hervorragende  Operation  und die Betreuung nach der Operation voll gerechtfertigt.Dr. Neubauer nimmt sich in ungewöhnlicher Form  Zeit für seinen Patienten und bietet selbst  die Möglichkeit eines Anrufs übers Wochenende an.
124425,124425,1.0,"Dr. Safwan Rihawi ist ein kompetenter und freundlicher Arzt. Bei ihm hat man das Gefühl, nicht nur eine Nummer zu sein.Erhat ein offenes Ohr für seine Patienten. Ich fühle mich bei ihm sehr gut aufgehoben."
27949,27949,1.0,"Hr. Schlünsen ist ein sehr guter Orthopäde, insbesonders für Gelenke. Er operiert auch selber, meine beiden Operationen wurden mit minimalen Eingriffen durchgeführt. Heilung und auch die Nachbehandlung waren hervorragend."
319681,319681,1.0,"Ich bin schon seit ca. 10 Jahren bei Dr. Samiri und kann mich wirklich glücklich schätzen, denn dieser Umgang ist heutzutage nur noch sehr schwer auffindbar. Dr. Samiri hat für alle Beschwerden direkt eine Antwort parat und kann diese auch mit Taten festigen. Sein Team besteht aus sehr netten Arzthelferinnen, welche einem das Gefühl geben, dass man zuhause sei. <br />
Vielen Dank Dr. Samiri"
